Marcas,Combustible,Año,Kms,Cv,Provincia,Precio
PEUGEOT 208 1.5BlueHDi S&S Signature 100,Diésel,2019,63.963 km,100 cv,Málaga,12.290 €
FORD Puma 1997 1.5 Ecoblue 120cv Titanium,Diésel,2021,1 km,120 cv,Valencia,20.900 €
NISSAN Qashqai DIG-T 103 kW (140 CV) E6D TEKNA,Gasolina,2019,112.000 km,140 cv,Alicante,22.450 €
PEUGEOT 308 SW 1.6 BlueHDi Style 120,Diésel,2016,137.000 km,120 cv,Madrid,10.950 €
VOLKSWAGEN T-Roc 2.0 TSI Sport 4Motion DSG7,Gasolina,2019,97.000 km,190 cv,Madrid,27.930 €
CITROEN C5 Aircross 225 e-EAT8 Shine Pack,Híbrido,2023,1 km,225 cv,Zaragoza,38.300 €
CITROEN C5 Aircross BlueHDi S&S Shine Pack EAT8 130,Diésel,2022,3 km,130 cv,Zaragoza,35.700 €
CITROEN C3 Aircross BlueHDi S&S Shine 110,Diésel,2023,1 km,110 cv,Zaragoza,23.990 €
TOYOTA Corolla 1.8 125H ACTIVE TECH E-CVT SEDAN,Híbrido,2022,27.721 km,122 cv,Madrid,23.490 €
SKODA Kamiq 1.0 TSI Scout 81kW,Gasolina,2022,9.800 km,110 cv,Pontevedra,20.990 €
SEAT Arona 1.0 TSI Ecomotive S&S Style 95,Gasolina,2020,18.260 km,95 cv,Málaga,17.900 €
LAND-ROVER Range Rover 4.2 V8 Supercharged Aut.,Gasolina,2006,330.000 km,396 cv,Burgos,14.900 €
MINI Mini Clubman COOPER S,Gasolina,2020,30.000 km,192 cv,Vizcaya,26.500 €
AUDI A5 Sportback 1.4 TFSI Sport S tronic 110kW,Gasolina,2018,69.459 km,150 cv,Murcia,27.900 €
HYUNDAI Tucson 1.6 CRDI 100kW (136CV) 48V Tecno DCT 2C,Híbrido,2022,22.890 km,136 cv,Lugo,35.900 €
PEUGEOT 308 1.5 BlueHDi S&S GT EAT8 130,Diésel,2023,10.500 km,130 cv,Almería,27.990 €
CITROEN C4 1.2 PureTech Live Pack S&S 100,Gasolina,2023,10 km,100 cv,Zaragoza,21.200 €
PEUGEOT 2008 1.2 PureTech S&S Active Pack 100,Gasolina,2021,31.877 km,100 cv,Almería,19.990 €
OPEL Corsa 1.2T XHL S/S Edition 100,Gasolina,2021,28.346 km,100 cv,Málaga,15.500 €
SEAT Ibiza 1.0 TSI S&S Style 110,Gasolina,2021,50.319 km,110 cv,Málaga,15.900 €
FIAT 500 1.0 GSE Lounge,Gasolina,2021,37.385 km,70 cv,Málaga,13.950 €
CITROEN C3 1.2 PureTech S&S Feel Pack 83,Gasolina,2022,8.156 km,83 cv,Granada,16.590 €
PEUGEOT 308 1.2 PureTech S&S Allure 130,Gasolina,2018,75.017 km,130 cv,Madrid,15.990 €
DACIA Duster 1.5 Blue dCi Prestige 4x2 85kW,Diésel,2022,27.017 km,115 cv,Barcelona,20.341 €
KIA Sportage 1.6 T-GDi Drive,Gasolina,2022,15.553 km,150 cv,Madrid,25.990 €
SKODA Karoq 1.0 TSI AMBITION 5P,Gasolina,2018,39.026 km,116 cv,Murcia,21.350 €
DS 7 Crossback 1.6 E-Tense 225  Auto Performance Line,Híbrido,2022,26.024 km,225 cv,Valencia,37.900 €
SKODA Octavia Combi 2.0TDI CR Style DSG 110kW,Diésel,2019,80.000 km,150 cv,Vizcaya,20.990 €
NISSAN Qashqai DIG-T 140 mHEV N- Go 103 kW (140 CV),Gasolina,2022,13.056 km,140 cv,Córdoba,27.900 €
JAGUAR E-Pace 2.0D I4 S 163,Diésel,2021,37.600 km,163 cv,Ciudad Real,43.800 €
FORD Edge 2.0TDCi ST-Line 4x4 190,Diésel,2019,111.128 km,190 cv,Toledo,31.900 €
NISSAN Qashqai 1.6 DIG-T N-Connecta 4x2,Gasolina,2018,36.000 km,163 cv,Orense,24.900 €
FORD Focus 1.0 Ecoboost Active 125,Gasolina,2019,49.539 km,124 cv,Vizcaya,21.900 €
CITROEN C4 X Eléctrico Shine 100kW,Eléctrico,2023,1 km,136 cv,Zaragoza,31.500 €
CITROEN C5 Aircross BlueHDi S&S Shine 130,Diésel,2021,43.000 km,130 cv,Zaragoza,28.900 €
CITROEN C3 1.2 PureTech S&S Feel Pack 83,Gasolina,2022,13.497 km,83 cv,Asturias,15.896 €
NISSAN Qashqai 1.3 DIG-T Acenta 4x2 103kW,Gasolina,2020,25.273 km,140 cv,Málaga,20.900 €
MERCEDES-BENZ Clase A 200 d Sedán,Diésel,2022,13.342 km,150 cv,Córdoba,40.400 €
TOYOTA Yaris 1.0 VVT-I ACTIVE 5P,Gasolina,2018,73.435 km,69 cv,Murcia,12.350 €
LEXUS UX 300e Business,Eléctrico,2021,26.000 km,204 cv,Madrid,36.995 €
PEUGEOT 308 1.5 BlueHDi S&S Active Pack 130,Diésel,2022,40.501 km,130 cv,Granada,23.350 €
SUZUKI Vitara 1.6 GL,Gasolina,2017,63.749 km,120 cv,Barcelona,15.300 €
SEAT León 2.0 TDI 110KW S/S STYLE PLUS 5P,Diésel,2017,57.766 km,150 cv,Murcia,17.900 €
AUDI A1 Sportback 30 TFSI Adrenalin,Gasolina,2022,24.008 km,110 cv,La Coruña,24.491 €
MINI Countryman One D,Diésel,2015,138.000 km,90 cv,Asturias,12.500 €
ABARTH 595 695 1.4T-Jet Aut. 132kW,Gasolina,2023,10 km,180 cv,Ávila,38.290 €
MITSUBISHI Eclipse Cross 150 T Motion 2WD 8CVT,Gasolina,2020,31.551 km,163 cv,Málaga,23.890 €
FORD Puma 1997 1.0 EcoBoost 125cv Titanium Design MHEV,Gasolina,2022,7.763 km,125 cv,Valencia,22.900 €
FORD Focus 1.0 Ecoboost MHEV ST-Line Style SIP 125,Gasolina,2023,10 km,125 cv,Vizcaya,26.900 €
CITROEN C4 BlueHDi 130 S&S EAT8 Feel Pack,Diésel,2022,43.018 km,130 cv,Almería,22.990 €
TOYOTA RAV-4 Rav4 2.5l 220H Luxury,Híbrido,2019,92.481 km,217 cv,Madrid,32.190 €
TOYOTA Yaris 1.5 DUAL VVT-IE FEEL 5P,Gasolina,2020,62.200 km,111 cv,Murcia,15.350 €
CITROEN C3 1.5BlueHDi S&S Shine 100,Diésel,2022,12.870 km,100 cv,Granada,17.990 €
FORD Kuga 2.5 Duratec FHEV ST-Line 4x2 Aut.,Híbrido,2023,10 km,190 cv,Vizcaya,39.900 €
FORD C-Max 1.5TDCi Auto-S&STitanium PS 120,Diésel,2018,112.394 km,120 cv,Vizcaya,16.900 €
FORD Kuga 2.0TDCi Auto S&S ST-Line 4x2 150,Diésel,2018,132.758 km,150 cv,Vizcaya,21.900 €
PEUGEOT 3008 1.5 BlueHDi 96kW S&S  EAT8 Allure Pack,Diésel,2022,29.013 km,130 cv,Valencia,31.900 €
RENAULT Mégane Sport Tourer Zen Hibrido 140CV,Híbrido,2022,13.926 km,158 cv,Barcelona,29.000 €
DACIA Duster 1.2 TCE Prestige 4x2 92kW,Gasolina,2020,33.770 km,125 cv,Barcelona,18.750 €
PEUGEOT 3008 1.2 PureTech S&S Access 130,Gasolina,2019,87.000 km,130 cv,Valencia,18.000 €
FORD Kuga 1.5 EcoB. Auto S&S ST-Line Limited Edition 4x2 150,Gasolina,2019,36.000 km,150 cv,Alicante,23.500 €
HONDA CR-V 1.5 VTEC TURBO ELEGANCE 5P,Gasolina,2019,60.000 km,173 cv,Murcia,27.900 €
HYUNDAI Ioniq EV 100kW Style,Eléctrico,2019,10.640 km,136 cv,Lugo,25.900 €
LAND-ROVER Range Rover Sport 2.0SD4 HSE Aut.,Diésel,2018,54.000 km,240 cv,Valencia,45.900 €
CITROEN C5 Aircross BlueHDi S&S Feel 130,Diésel,2021,62.621 km,130 cv,Zaragoza,26.990 €
VOLKSWAGEN T-Cross 1.0 TSI Advance 81kW,Gasolina,2022,15.345 km,110 cv,Zaragoza,23.995 €
CITROEN C4 1.2 PureTech Feel S&S 100,Gasolina,2023,10 km,100 cv,Zaragoza,21.350 €
PORSCHE Macan Aut.,Gasolina,2020,55.000 km,245 cv,Alicante,69.900 €
BMW Serie 8 840d Gran Coupé xDrive,Diésel,2020,65.000 km,320 cv,La Coruña,74.900 €
RENAULT Clio 1.0 TCE 74KW INTENS 5P,Gasolina,2019,72.383 km,100 cv,Madrid,15.990 €
RENAULT Clio 0.9 TCE GLP LIMITED 66KW - 18 5P,Gasolina,2019,50.551 km,90 cv,Madrid,15.390 €
FORD Focus 1.0 Ecoboost ST Line 125,Gasolina,2020,114.182 km,124 cv,Asturias,19.991 €
JEEP Compass Compa 2 4Xe 1.3 PHEV 177kW (240CV)  AT AWD S,Híbrido,2023,1.808 km,240 cv,Madrid,41.500 €
CITROEN C5 Aircross BlueHDi S&S Shine 130,Diésel,2021,48.997 km,130 cv,Zaragoza,26.990 €
OPEL Grandland X 1.2 Turbo GS Line,Gasolina,2022,15.658 km,130 cv,Málaga,24.900 €
SEAT Arona 1.0 TSI S&S Style 110,Gasolina,2022,8.020 km,110 cv,Murcia,19.600 €
CITROEN C3 Aircross BlueHDi S&S Shine EAT6 120,Diésel,2020,22.179 km,120 cv,Madrid,18.990 €
PEUGEOT 308 1.5 BlueHDi S&S Active Pack 130,Diésel,2022,24.256 km,130 cv,Madrid,21.890 €
CITROEN C5 Aircross 225 e-EAT8 Shine,Híbrido,2022,24.522 km,225 cv,Madrid,32.490 €
TOYOTA Yaris BERLINA CON PORTON 1.5 DUAL VVT-IE FEEL 111 5P,Gasolina,2020,20.242 km,111 cv,Murcia,15.800 €
PEUGEOT 208 Allure Eléctrico 100kW,Eléctrico,2022,72 km,136 cv,Sevilla,30.900 €
VOLVO XC40 T4 Recharge Core Aut.,Híbrido Enchufable,2023,6 km,211 cv,La Rioja,47.800 €
CITROEN C3 1.2 PureTech S&S Shine 83,Gasolina,2018,70.000 km,82 cv,Vizcaya,13.600 €
AUDI A3 SPORTBACK ADVANCED 30 TFSI  81(110) KW(CV) S TR,Gasolina,2022,20.650 km,110 cv,Murcia,31.500 €
FORD Kuga 1.5TDCi Auto S&S Titanium 4x2 Aut. 120,Diésel,2017,107.880 km,120 cv,Vizcaya,21.500 €
JEEP Compass 1.4 Multiair Longitude 4x2 103kW,Gasolina,2018,68.650 km,140 cv,Cantabria,16.490 €
VOLKSWAGEN Passat 2.0TDI Sport DSG7 110kW,Diésel,2018,153.000 km,150 cv,Madrid,19.950 €
ALFA ROMEO Stelvio 2.2 Diesel 118kW (160CV) SPRINT RWD,Diésel,2023,20 km,160 cv,Granada,51.900 €
PEUGEOT 308 SW 1.6 BlueHDi Active 100,Diésel,2016,123.000 km,100 cv,Madrid,11.950 €
FORD Kuga ST-Line X 2.5 Duratec PHEV 165kW Auto,Híbrido,2022,20 km,225 cv,Vizcaya,43.900 €
FORD Focus 1.5TDCi ST-Line PS 120,Diésel,2018,55.553 km,120 cv,Granada,21.900 €
CITROEN C5 Aircross BlueHDi S&S Shine 130,Diésel,2019,72.281 km,130 cv,Zaragoza,25.990 €
NISSAN Juke 1.6 Hybrid N-Connecta Auto,Híbrido,2022,16.708 km,143 cv,Asturias,30.380 €
CITROEN C4 1.2 PURETECH 130CV S&S 96KW SHINE AUTO 5P,Gasolina,2021,29.675 km,130 cv,Asturias,23.498 €
CITROEN C5 Aircross BlueHDi S&S Feel 130,Diésel,2022,4 km,130 cv,Asturias,29.987 €
CITROEN C5 Aircross BlueHDi S&S C-Series EAT8 130,Diésel,2021,43.680 km,130 cv,Asturias,27.497 €
OPEL Grandland X 1.2 Turbo GS Line,Gasolina,2022,30.297 km,130 cv,Málaga,24.900 €
PEUGEOT 3008 225 e-EAT8 Allure Pack,Híbrido,2021,52.220 km,225 cv,Castellón,33.500 €
SKODA Kamiq 1.0 TSI Ambition 81kW,Gasolina,2022,20.900 km,110 cv,Pontevedra,20.990 €
PEUGEOT 308 SW 1.5 BlueHDi S&S Allure 130,Diésel,2022,14.096 km,130 cv,Granada,24.350 €
PEUGEOT Rifter Access Standard BlueHDi 55kW,Diésel,2019,84.502 km,74 cv,Valencia,17.800 €
FIAT 500 1.2 Lounge,Gasolina,2018,51.311 km,69 cv,Vizcaya,13.500 €
PEUGEOT 208 PureTech 73kW (100CV) Allure,Gasolina,2022,25.683 km,102 cv,Sevilla,18.500 €
CITROEN C3 Aircross BlueHDi S&S Feel Pack 110,Diésel,2022,34.863 km,110 cv,Valencia,18.900 €
TOYOTA C-HR BERLINA CON PORTON 1.8 VVT-I HYBRID ADVANCE AUTO 122 5P,Híbrido,2022,37.676 km,122 cv,Murcia,26.500 €
MERCEDES-BENZ Clase GLC 200 d 4MATIC,Diésel,2020,86.344 km,163 cv,Barcelona,41.900 €
VOLKSWAGEN Taigo 1.0 TSI Life 70kW,Gasolina,2022,13.582 km,95 cv,Salamanca,23.700 €
NISSAN Qashqai 1.3 DIG-T Tekna+ 4x2 103kW,Gasolina,2020,17.000 km,140 cv,Orense,26.900 €
OPEL Combo Life 1.5TD S/S Edition Plus XL 7pl 100,Diésel,2021,83.562 km,100 cv,Lugo,26.500 €
CITROEN C5 X 1.2 Puretech Feel Pack EAT8 130,Gasolina,2023,10 km,130 cv,Girona,28.990 €
HYUNDAI Ioniq HEV 1.6 GDI Klass,Híbrido,2022,32.500 km,141 cv,Lugo,27.900 €
RENAULT Scénic Grand 1.5dCi Bose EDC 7pl.,Diésel,2017,72.225 km,110 cv,La Coruña,21.900 €
HONDA HR-V 1.6 i-DTEC Elegance,Diésel,2018,70.332 km,120 cv,Girona,21.500 €
FORD Puma NUEVO VIVID RUBY EDITION 1.0 EcoBoost mHEV 125cv S6.2,Híbrido,2023,10 km,125 cv,Vizcaya,28.900 €
KIA Niro 1.6 PHEV Emotion,Híbrido Enchufable,2020,39.687 km,141 cv,Asturias,29.750 €
TOYOTA Corolla 2.0 180H FEEL! E-CVT,Híbrido,2019,75.142 km,179 cv,Madrid,23.590 €
VOLKSWAGEN Passat Variant 2.0TDI Advance DSG7 110kW,Diésel,2019,43.755 km,150 cv,Vizcaya,24.400 €
MINI Countryman Cooper S E ALL4,Híbrido Enchufable,2019,57.715 km,224 cv,Cantabria,25.290 €
CITROEN C5 Aircross BlueHDi S&S Feel 130,Diésel,2020,49.911 km,130 cv,Granada,23.850 €
PEUGEOT 3008 1.2 PureTech S&S Allure 130,Gasolina,2021,36.244 km,130 cv,Granada,26.590 €
BMW Serie 2 216d Active Tourer,Diésel,2018,99.000 km,116 cv,Barcelona,16.900 €
MERCEDES-BENZ EQC 400 4MATIC,Eléctrico,2020,17.027 km,408 cv,Castellón,84.900 €
CITROEN C5 X 1.2 Puretech Shine EAT8 130,Gasolina,2022,6.841 km,130 cv,Madrid,28.295 €
PEUGEOT 208 PureTech 73kW (100CV) Allure,Gasolina,2022,21.233 km,100 cv,Madrid,17.900 €
NISSAN Qashqai E-POWER 140 KW (190 CV) Tekna,Híbrido,2022,18.851 km,190 cv,Madrid,37.990 €
FORD Kuga 2.5 Duratec FHEV ST-Line X AWD Aut.,Híbrido,2021,9.661 km,190 cv,Vizcaya,35.500 €
OPEL Mokka 1.2T S&S Business Elegance 130,Gasolina,2023,5.555 km,130 cv,Valencia,26.900 €
FIAT Tipo SW 1.0 City Life,Gasolina,2023,1 km,100 cv,Valencia,21.900 €
LAND-ROVER Range Rover 3.0D I6 MHEV HSE SWB AWD Aut. 350,Diésel,2023,22.000 km,350 cv,Madrid,178.900 €
OPEL Mokka BEV 50kWh GS Line GS Line-e,Eléctrico,2022,24.855 km,136 cv,Sevilla,27.900 €
VOLVO XC40 T2 Momentum Pro Aut.,Gasolina,2021,23.495 km,129 cv,Madrid,35.900 €
CITROEN Berlingo M1 BlueHDi S&S Talla M Shine 100,Diésel,2019,82.951 km,100 cv,Tarragona,21.990 €
AUDI Q5 SPB TODOTERRENO 2.0 35 TDI S TRONIC ADVANCED 163 5P,Diésel,2022,21.488 km,163 cv,Murcia,51.000 €
CITROEN C4 Spacetourer 1.6BlueHDI S&S Feel 120,Diésel,2018,42.691 km,120 cv,Guipúzcoa,20.400 €
TOYOTA RAV-4 RAV4 2.5L HYBRID 2WD ADVANCE PACK DRIVE,Híbrido,2018,57.000 km,197 cv,Álava,29.300 €
SKODA Fabia 1.0 MPI Ambition 44kW,Gasolina,2017,14.749 km,60 cv,La Coruña,12.900 €
KIA Ceed 1.0 T-GDI Eco-Dynamics Tech 120,Gasolina,2019,32.000 km,120 cv,Asturias,19.910 €
MAZDA CX-5 2.0 e-Skyactiv-G MHEV Newground 2WD 121kW,Gasolina,2023,9.700 km,165 cv,Asturias,34.900 €
NISSAN Qashqai 1.3 DIG-T N-Connecta 4x2 103kW,Gasolina,2021,23.189 km,140 cv,Asturias,24.500 €
RENAULT Captur TCe Zen 67kW,Gasolina,2022,9.094 km,90 cv,Barcelona,21.980 €
RENAULT Captur TCe Zen 67kW,Gasolina,2022,23.418 km,90 cv,Barcelona,19.632 €
PORSCHE Cayenne Platinum Edition Aut.,Gasolina,2022,7.500 km,340 cv,Navarra,119.000 €
CITROEN C4 1.6BlueHDI Feel 100,Diésel,2017,97.517 km,99 cv,Barcelona,11.590 €
TOYOTA Yaris 1.5 DUAL VVT-IE FEEL 5P,Gasolina,2020,62.714 km,111 cv,Murcia,15.350 €
BMW Serie 2 216d Active Tourer,Diésel,2019,167.900 km,116 cv,Madrid,14.900 €
PEUGEOT 308 SW 1.5 BlueHDi S&S Allure Pack EAT8 130,Diésel,2023,8.956 km,130 cv,Granada,30.095 €
FORD Puma 1.0 EcoBoost ST-Line X 125,Gasolina,2020,28.971 km,125 cv,Vizcaya,22.900 €
SEAT León ST 2.0 TSI S&S Cupra R 4Drive DSG 300,Gasolina,2019,54.257 km,300 cv,Valencia,31.900 €
CITROEN C3 1.5BlueHDi S&S Feel Pack 100,Diésel,2021,30.878 km,100 cv,Valencia,15.990 €
"PEUGEOT 3008 1,2 Allure (EURO 6d-TEMP) 2018",Gasolina,2018,46.000 km,96 cv,Zaragoza,18.500 €
PORSCHE Cayenne Todoterreno  Automático de 5 Puertas,Híbrido,2012,197.100 km,340 cv,Valladolid,29.900 €
RENAULT Clio TCe Intens 67kW,Gasolina,2022,10.905 km,91 cv,Tarragona,16.490 €
FIAT Panda 1.0 Gse Cross Hybrid,Gasolina,2023,1 km,70 cv,Sevilla,15.500 €
PEUGEOT 508 2.0HDI Active 140,Diésel,2015,120.000 km,140 cv,Madrid,11.950 €
CITROEN C5 Aircross 225 e-EAT8 Shine Pack,Híbrido,2022,10 km,225 cv,Zaragoza,43.500 €
MINI Mini Cooper SE,Eléctrico,2020,26.395 km,184 cv,Asturias,28.243 €
KIA Niro E-Niro Emotion,Eléctrico,2023,15 km,204 cv,Asturias,46.900 €
FORD Fiesta 1.1 Ti-VCT Trend,Gasolina,2021,48.903 km,75 cv,Vizcaya,15.900 €
RENAULT Kadjar 1.3 TCe GPF Techno 103kW,Gasolina,2022,8.580 km,140 cv,Barcelona,25.283 €
SEAT Ateca 1.0 TSI S&S Ecomotive Style,Gasolina,2020,30.286 km,115 cv,Málaga,20.500 €
OPEL Combo Combo-e Life Elegance Plus L,Eléctrico,2021,5.760 km,136 cv,Málaga,31.900 €
AUDI A4 2.0 TFSI Sport ed. quattro S tronic 185kW,Gasolina,2016,75.214 km,252 cv,Barcelona,27.465 €
VOLKSWAGEN Polo 1.0 TSI Advance 70kW,Gasolina,2021,57.680 km,95 cv,Barcelona,16.600 €
RENAULT Talisman dCi Blue Initiale Paris EDC 147kW,Diésel,2019,100.000 km,200 cv,Madrid,24.990 €
SEAT León ST 1.4 TSI ACT S&S Style 150,Gasolina,2016,98.403 km,150 cv,Murcia,16.850 €
FIAT Panda 1.2 Lounge,Gasolina,2020,58.300 km,69 cv,Sevilla,11.900 €
FORD EcoSport 1.0 EcoBoost Titanium 140,Gasolina,2017,63.718 km,140 cv,Vizcaya,16.500 €
FORD Kuga 2.0 EcoBlue MEHV Titanium FWD 150,Diésel,2020,110.000 km,150 cv,Vizcaya,23.900 €
FORD Kuga 2.5 Duratec PHEV ST-Line X 4x2,Híbrido Enchufable,2021,34.913 km,225 cv,Vizcaya,34.900 €
FORD Fiesta 1.1 Ti-VCT Trend,Gasolina,2021,48.903 km,75 cv,Vizcaya,15.900 €
NISSAN Pulsar 1.2 DIG-T Acenta,Gasolina,2018,61.596 km,115 cv,Málaga,13.500 €
FIAT Panda 1.0 Gse Hybrid Pack Style,Gasolina,2023,1 km,70 cv,Sevilla,14.500 €
HYUNDAI i30 CW 1.0 TGDI Klass Max,Gasolina,2018,28.000 km,120 cv,Lugo,16.900 €
TOYOTA C-HR 1.8 VVT-I HYBRID ADVANCE AUTO 122 5PT,Híbrido,2023,5.667 km,122 cv,Madrid,28.500 €
TOYOTA C-HR 125H Advance,Híbrido,2022,32.072 km,122 cv,Cantabria,25.290 €
FORD EcoSport 1.0 EcoBoost Active 125,Gasolina,2023,10 km,125 cv,Vizcaya,24.800 €
MERCEDES-BENZ Clase B 180 d,Diésel,2016,123.544 km,109 cv,Madrid,19.900 €
SEAT Arona 1.6 TDI 85kW (115CV)  Ecomotive FR,Diésel,2018,60.560 km,115 cv,Zaragoza,18.700 €
MERCEDES-BENZ Clase A AMG 35 4MATIC 306cv 4x4 Aut.,Gasolina,2019,58.000 km,306 cv,Tarragona,43.990 €
PEUGEOT 2008 1.6 BlueHDi 55kW Active 5d,Diésel,2018,94.856 km,75 cv,La Coruña,13.990 €
SKODA Fabia 1.0 TSI Ambition 70kW,Gasolina,2021,58.559 km,95 cv,Almería,13.990 €
FORD Fiesta 1.1 Ti-VCT Trend,Gasolina,2021,15.978 km,75 cv,Vizcaya,15.900 €
NISSAN Qashqai 1.5dCi Acenta 4x2,Diésel,2009,132.923 km,106 cv,Asturias,9.500 €
OPEL Zafira 1.9CDTi Energy 120,Diésel,2009,102.000 km,120 cv,Tarragona,7.100 €
ALFA ROMEO Stelvio 2.2 D TURBO 132KW  AUTO 180 5P,Diésel,2018,70.479 km,180 cv,Asturias,29.900 €
FORD Puma NUEVO ST LINE X 1.0 EcoBoost mHEV 125cv S6.2,Híbrido,2023,10 km,125 cv,Vizcaya,30.900 €
LAND-ROVER Range Rover Evoque 2.0TD4 HSE Dynamic 4WD Aut. 180,Diésel,2016,115.422 km,180 cv,Sevilla,30.900 €
VOLVO XC60 D4 Inscription Aut.,Diésel,2018,36.354 km,190 cv,Barcelona,36.900 €
RENAULT Koleos 2.0dCi Initiale Paris X-Tronic 4WD 130kW,Diésel,2018,60.654 km,175 cv,Barcelona,27.550 €
PEUGEOT 508 SW 1.6BlueHDI Active 120,Diésel,2017,78.947 km,120 cv,Barcelona,14.900 €
RENAULT Kadjar 1.3 TCe GPF Zen 103kW,Gasolina,2018,14.937 km,140 cv,Barcelona,21.487 €
TOYOTA Yaris 1.0 VVT-I BUSINESS 5P,Gasolina,2019,70.705 km,69 cv,Murcia,12.750 €
VOLKSWAGEN T-Cross 1.0 TSI Edition,Gasolina,2020,40.337 km,95 cv,Málaga,18.900 €
FORD Kuga 1.5 EcoBlue Titanium FWD 120 Aut.,Diésel,2020,10.500 km,120 cv,Alicante,26.900 €
PEUGEOT 2008 1.5BlueHDi S&S Active Pack 110,Diésel,2022,28.860 km,110 cv,Castellón,22.900 €
FORD Kuga Vignale 1.5 EcoB. S&S 4x4 Aut. 180,Gasolina,2018,73.027 km,180 cv,Girona,21.950 €
NISSAN Qashqai E-POWER 140 KW (190 CV) Tekna,Híbrido,2022,16.588 km,190 cv,Madrid,37.990 €
MINI Countryman Cooper Aut.,Gasolina,2022,8.000 km,136 cv,Málaga,33.900 €
PEUGEOT 3008 1.5 BlueHDi 96kW S&S  EAT8 GT,Diésel,2023,10 km,130 cv,Valencia,36.900 €
PEUGEOT 3008 1.5 BlueHDi 96kW (130CV) S&S Allure Pack,Diésel,2022,10 km,130 cv,Valencia,30.900 €
MERCEDES-BENZ Clase A 200 d Compacto,Diésel,2021,31.186 km,150 cv,Madrid,39.500 €
PEUGEOT 208 1.2 Puretech S&S Active Pack 75,Gasolina,2023,3.600 km,75 cv,Barcelona,15.900 €
JAGUAR E-Pace 2.0 D163 HEV R-DYNAMIC AUTO AWD 5P,Diésel,2022,33 km,163 cv,Alicante,54.900 €
CITROEN C5 Aircross PureTech S&S Live 130,Gasolina,2019,47.822 km,130 cv,Murcia,20.200 €
PEUGEOT 208 1.5 BlueHDi S&S Allure Pack 100,Diésel,2022,16.604 km,100 cv,Álava,18.900 €
PEUGEOT 2008 1.2 PureTech S&S Allure Pack EAT8 130,Gasolina,2023,5 km,130 cv,Álava,26.500 €
AUDI A4 2.0 TDI S TRONIC SPORT EDITION 4P,Diésel,2017,93.100 km,150 cv,Murcia,22.900 €
DACIA Dokker 1.5dCi SL Nómada 66kW,Diésel,2020,132.595 km,90 cv,Barcelona,10.995 €
BMW X3 xDrive30e xLine,Híbrido,2022,12.274 km,292 cv,Murcia,57.900 €
AUDI A3 Sportback 30TDI Advanced,Diésel,2021,34.070 km,116 cv,Córdoba,31.300 €
CITROEN C3 Aircross BlueHDi S&S Shine 110,Diésel,2022,1.919 km,110 cv,Zaragoza,23.990 €
CITROEN C5 X 1.2 Puretech Feel Pack EAT8 130,Gasolina,2023,1 km,130 cv,Zaragoza,30.990 €
KIA Niro 1.6 HEV Concept,Híbrido,2018,101.155 km,141 cv,Asturias,16.500 €
AUDI Q2 TODOTERRENO 2.0 TDI 150CV S TRONIC QUATTRO SPORT ED 150,Diésel,2017,101.125 km,150 cv,Madrid,25.500 €
TOYOTA Yaris 1.5 DUAL VVT-IE FEEL 5P,Gasolina,2020,65.304 km,111 cv,Murcia,15.350 €
OPEL Corsa Corsa-e Elegance-e,Eléctrico,2022,10 km,136 cv,Zaragoza,22.500 €
AUDI Q2 1.6TDI Sport edition 85kW,Diésel,2017,106.021 km,116 cv,Zaragoza,21.950 €
SEAT León 1.5 TGI GNC S&S Xcellence DSG7 130,Gas,2019,65.700 km,130 cv,Madrid,16.900 €
PEUGEOT 208 1.6BlueHDi Allure 100,Diésel,2021,20.363 km,100 cv,Castellón,19.000 €
ALFA ROMEO Stelvio 2.2 Diesel 140kW (190cv)  AWD SPRINT,Diésel,2022,17.540 km,190 cv,Madrid,41.890 €
PEUGEOT 2008 1.2 PureTech S&S Allure Pack EAT8 130,Gasolina,2022,12.275 km,130 cv,Madrid,26.590 €
PEUGEOT 308 SW 1.5BlueHDi S&S GT Line EAT8 130,Diésel,2020,65.772 km,130 cv,Madrid,19.000 €
SEAT Ibiza 1.0 Style 75,Gasolina,2019,65.188 km,75 cv,Murcia,15.900 €
MERCEDES-BENZ Clase SL 500 7G,Gasolina,2009,140.300 km,388 cv,Salamanca,40.000 €
DS DS3 3 CAFE RACER 1.2T 110cv AUT.,Gasolina,2018,61.415 km,110 cv,Valencia,15.900 €
NISSAN Qashqai DIG-T 103 kW (140 CV) E6D ACENTA,Gasolina,2019,69.627 km,140 cv,Barcelona,17.970 €
DS 3 Crossback DS3 Puretech So Chic 100,Gasolina,2020,37.063 km,100 cv,Málaga,18.900 €
AUDI Q3 1.4 TFSI CoD Sport edition,Gasolina,2018,97.597 km,150 cv,Vizcaya,25.500 €
MINI Mini One,Gasolina,2019,50.867 km,102 cv,Barcelona,21.750 €
NISSAN Qashqai 1.6dCi N-Vision 4x2 XTronic,Diésel,2016,57.617 km,130 cv,Guipúzcoa,21.900 €
PEUGEOT 308 SW 1.5 BlueHDi S&S Allure Pack EAT8 130,Diésel,2022,10.820 km,130 cv,Málaga,28.990 €
TOYOTA Corolla Touring Sports 125H Active Tech,Híbrido,2019,102.704 km,122 cv,Cantabria,19.490 €
TOYOTA Aygo 1.0 VVT-i x-play,Gasolina,2019,95.268 km,69 cv,Alicante,11.350 €
